,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,country_id,league_id,stage,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,HS,AS,HST,AST,B365H,B365D,B365A,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamDrawStreak,AwayTeamDrawStreak,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,FTR,FTResult
359,49,36,57,73,55,49,31,67,1729,1729,36,1229482,9879,9798,2,4,18.0,20.0,13.0,13.0,1.73,3.9,5.25,0,0,1,0,0,0,1,1,0,1,2,1,2,0,2,0,0,-1
360,56,56,48,57,56,50,50,60,1729,1729,36,1229483,8650,8668,0,0,16.0,11.0,8.0,4.0,1.95,3.6,4.2,2,1,2,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
361,46,41,46,61,63,42,43,46,1729,1729,36,1229484,10260,8455,0,1,10.0,15.0,4.0,6.0,2.2,3.5,3.5,4,1,0,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
362,67,38,41,61,68,39,41,46,1729,1729,37,1229494,10252,8455,1,2,12.0,11.0,7.0,8.0,4.5,3.8,1.85,1,2,1,1,1,1,1,1,0,2,1,1,2,2,1,0,0,-1
363,66,45,34,34,46,51,52,61,1729,1729,37,1229496,9879,8650,1,3,10.0,20.0,8.0,14.0,3.9,3.6,2.05,0,1,1,3,0,1,1,1,0,2,2,1,2,2,1,0,0,-1
364,45,55,40,38,48,50,60,54,1729,1729,37,1229500,9798,8456,0,2,11.0,27.0,7.0,20.0,6.0,4.33,1.6,1,3,2,0,0,0,1,1,0,2,2,0,2,2,1,0,0,-1
365,47,40,42,56,51,62,64,44,1729,1729,37,1229502,8472,8466,1,1,5.0,15.0,5.0,10.0,2.8,3.2,2.8,2,2,1,2,0,1,1,1,0,2,2,0,2,2,1,0,1,0
366,43,40,39,33,63,52,58,59,1729,1729,38,1228307,8455,8668,2,1,20.0,16.0,10.0,9.0,1.7,4.0,5.5,4,0,1,3,0,1,1,1,0,0,2,1,2,2,1,0,2,1
367,47,52,54,56,60,48,52,44,1729,1729,4,1228325,9825,8466,6,1,20.0,9.0,12.0,4.0,1.36,5.0,8.5,2,2,3,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
368,39,44,42,34,54,59,52,61,1729,1729,4,1228357,8472,8650,1,1,6.0,20.0,4.0,9.0,3.4,3.3,2.2,1,2,2,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
369,46,54,49,72,56,42,41,56,1729,1729,5,1228368,8650,10260,1,2,13.0,8.0,8.0,4.0,2.7,3.3,2.63,1,4,3,1,0,1,1,1,0,1,2,1,2,2,1,0,0,-1
370,59,30,28,44,46,51,44,52,1729,1729,5,1228369,8456,9825,1,1,14.0,10.0,10.0,4.0,1.75,3.6,4.75,3,3,1,1,0,1,2,1,2,2,2,0,2,2,1,0,1,0
371,70,59,65,70,50,30,70,30,1729,1729,5,1228377,8466,10252,4,1,12.0,8.0,4.0,2.0,2.4,3.3,3.0,3,1,1,1,1,0,1,1,0,1,2,0,0,1,0,0,2,1
372,60,50,60,60,80,35,55,50,1729,1729,6,1228402,9825,8455,1,2,14.0,10.0,5.0,5.0,2.1,3.4,3.5,3,3,2,1,0,0,1,0,0,2,1,0,2,2,1,0,0,-1
373,47,52,54,56,60,48,52,44,1729,1729,6,1228407,8668,8466,3,1,17.0,8.0,9.0,2.0,1.4,4.75,8.0,3,2,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
374,36,34,39,44,38,42,44,54,1729,1729,6,1228415,9879,8456,1,2,7.0,21.0,3.0,12.0,4.33,3.6,1.83,0,3,0,0,0,0,1,1,0,2,2,0,2,2,1,0,0,-1
375,60,61,56,44,58,41,38,53,1729,1729,7,1229164,8456,8472,3,0,26.0,8.0,16.0,6.0,1.29,5.5,11.0,3,1,2,0,0,0,1,1,0,2,2,1,2,2,1,0,2,1
376,52,48,39,54,59,29,30,39,1729,1729,7,1229167,8466,9879,2,2,13.0,14.0,6.0,5.0,2.75,3.3,2.6,4,0,0,2,0,1,1,1,0,2,2,1,0,0,1,0,1,0
377,70,59,65,70,50,30,70,30,1729,1729,8,1229174,9879,10252,1,0,17.0,9.0,8.0,4.0,1.8,3.6,4.5,0,1,0,1,1,0,1,1,0,1,2,0,0,1,0,0,2,1
378,49,36,57,73,55,49,31,67,1729,1729,8,1229175,8650,9798,1,0,23.0,8.0,13.0,5.0,1.33,5.0,10.0,1,1,2,0,0,0,1,1,0,1,2,1,2,0,2,0,2,1
379,46,54,46,60,55,40,50,56,1729,1729,9,1229187,8455,10260,2,3,14.0,15.0,11.0,7.0,2.4,3.4,2.9,5,4,0,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
380,39,44,42,34,54,59,52,61,1729,1729,9,1229189,8668,8650,2,2,17.0,12.0,8.0,5.0,2.6,3.3,2.75,4,2,1,2,0,0,1,1,0,2,2,1,2,2,1,0,1,0
381,52,56,58,41,54,29,28,39,1729,1729,9,1229192,9798,9879,3,3,15.0,16.0,9.0,8.0,2.75,3.4,2.5,1,0,1,3,0,1,1,1,0,2,2,1,0,0,1,0,1,0
382,63,54,60,48,38,35,44,54,1729,1729,1,1474058,9825,10252,1,3,16.0,9.0,4.0,4.0,1.44,4.75,8.0,2,1,2,0,0,1,1,1,0,2,2,1,2,2,1,0,0,-1
383,60,70,70,70,50,40,35,40,1729,1729,1,1474077,8472,9879,0,1,20.0,5.0,3.0,1.0,2.3,3.4,3.4,1,0,3,4,0,0,0,1,1,1,2,1,2,2,1,0,0,-1
384,60,50,40,45,60,55,55,50,1729,1729,10,1474327,9825,8650,2,0,12.0,12.0,7.0,4.0,2.3,3.5,3.3,2,2,1,3,0,0,1,1,0,2,2,1,2,2,1,0,2,1
385,46,54,46,60,55,40,50,56,1729,1729,10,1474332,9879,10260,1,3,15.0,10.0,6.0,4.0,6.5,4.2,1.57,1,4,0,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
386,58,62,48,59,32,41,44,59,1729,1729,11,1474364,9826,8668,0,0,9.0,15.0,2.0,2.0,6.5,4.0,1.62,0,0,0,2,0,0,1,1,0,2,0,1,2,2,1,0,1,0
387,52,56,58,41,54,29,28,39,1729,1729,11,1474366,8650,9879,4,0,32.0,4.0,10.0,1.0,1.25,6.5,15.0,1,1,2,3,0,1,1,1,0,2,2,1,0,0,1,0,2,1
388,59,30,28,44,46,51,44,52,1729,1729,11,1474368,10260,9825,1,0,5.0,10.0,2.0,2.0,2.35,3.5,3.2,3,3,0,1,0,1,2,1,2,2,2,0,2,2,1,0,2,1
389,70,60,55,70,70,45,55,45,1729,1729,11,1474373,8472,8456,1,0,5.0,24.0,2.0,4.0,9.0,5.0,1.4,1,4,2,0,1,0,1,1,0,1,1,1,2,2,1,0,2,1
390,52,37,48,49,47,43,43,48,1729,1729,12,1474384,9825,8466,2,0,9.0,10.0,4.0,4.0,1.62,4.2,6.0,2,1,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
391,60,60,48,73,53,50,48,62,1729,1729,12,1474391,8668,8650,3,3,18.0,11.0,12.0,5.0,3.0,3.4,2.5,4,1,1,3,0,0,1,1,0,1,2,1,2,2,1,0,1,0
392,57,66,56,31,72,47,52,49,1729,1729,13,1474413,10252,8472,0,0,13.0,7.0,4.0,1.0,2.0,3.4,4.33,1,0,1,0,0,0,1,1,0,0,1,1,2,2,1,0,1,0
393,47,40,42,56,51,62,64,44,1729,1729,13,1474418,8455,8466,3,1,16.0,9.0,7.0,1.0,1.57,4.2,6.5,4,1,0,1,0,1,1,1,0,2,2,0,2,2,1,0,2,1
394,60,65,60,70,45,40,70,40,1729,1729,14,1474459,10260,8668,0,1,18.0,15.0,6.0,4.0,1.73,3.75,5.5,3,0,0,3,0,0,1,1,0,1,2,1,2,1,1,0,0,-1
395,65,50,45,55,50,35,45,65,1729,1729,14,1474464,8466,10252,2,3,21.0,6.0,9.0,3.0,1.7,3.8,5.75,3,2,1,0,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
396,60,45,55,45,45,60,62,46,1729,1729,14,1474470,8472,8455,3,4,12.0,19.0,3.0,5.0,6.5,4.33,1.55,2,3,2,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
397,58,62,48,59,32,41,44,59,1729,1729,15,1474503,9825,8668,1,1,11.0,12.0,5.0,4.0,1.7,3.8,5.75,3,1,0,2,0,0,1,1,0,2,0,1,2,2,1,0,1,0
398,66,72,63,48,56,39,42,52,1729,1729,15,1474509,9879,10252,2,0,22.0,10.0,10.0,2.0,2.75,3.3,2.8,1,2,0,0,0,0,0,1,0,2,2,1,2,2,1,0,2,1
399,59,29,38,36,24,48,47,54,1729,1729,15,1474520,8466,8456,1,1,15.0,13.0,4.0,3.0,5.25,3.8,1.75,3,3,1,0,0,1,2,0,0,2,0,0,2,2,1,0,1,0
400,46,38,46,68,37,49,49,56,1729,1729,16,1474533,10252,10260,0,3,17.0,14.0,6.0,5.0,5.25,3.8,1.75,1,4,2,1,0,0,1,1,0,1,2,1,2,2,1,0,0,-1
401,61,68,67,62,52,36,34,48,1729,1729,16,1474537,8455,9826,2,1,16.0,10.0,7.0,5.0,1.18,8.0,19.0,4,0,0,0,0,1,0,1,1,2,2,1,2,2,1,0,2,1
402,52,48,39,54,59,29,30,39,1729,1729,16,1474550,8668,9879,4,1,22.0,16.0,7.0,3.0,1.36,5.0,10.5,3,1,2,2,0,1,1,1,0,2,2,1,0,0,1,0,2,1
403,75,40,40,45,65,50,40,45,1729,1729,16,1474553,8456,9825,6,3,22.0,12.0,7.0,6.0,1.83,3.75,4.75,3,3,2,1,1,0,1,0,0,2,2,0,2,2,1,0,2,1
404,70,60,56,70,70,30,60,35,1729,1729,17,1474570,9825,8455,0,0,7.0,13.0,2.0,4.0,2.38,3.4,3.25,2,4,1,1,1,0,1,0,0,1,1,0,0,2,1,0,1,0
405,70,60,70,65,75,65,65,50,1729,1729,17,1474573,9879,8456,2,4,12.0,17.0,5.0,10.0,9.5,5.25,1.36,2,3,0,1,1,0,1,1,1,2,1,0,2,2,1,0,0,-1
406,43,46,69,66,47,44,27,53,1729,1729,18,1474597,10252,9826,0,1,10.0,12.0,4.0,7.0,1.91,3.5,4.5,1,0,2,0,0,0,1,1,1,2,2,1,2,0,1,0,0,-1
407,57,66,56,31,72,47,52,49,1729,1729,18,1474607,8668,8472,0,1,26.0,13.0,9.0,6.0,1.36,5.25,9.5,3,0,2,1,0,0,1,1,0,0,1,1,2,2,1,0,0,-1
408,71,32,34,41,61,51,48,62,1729,1729,18,1474613,8456,8650,2,1,20.0,12.0,6.0,5.0,1.75,4.2,4.6,3,1,2,3,1,1,2,1,0,2,2,1,2,2,1,0,2,1
409,66,45,34,34,46,51,52,61,1729,1729,19,1474644,8455,8650,2,1,11.0,8.0,5.0,4.0,2.2,3.5,3.5,4,0,0,3,0,1,1,1,0,2,2,1,2,2,1,0,2,1
410,52,37,48,49,47,43,43,48,1729,1729,19,1474648,8668,8466,2,1,9.0,12.0,4.0,2.0,1.83,3.7,4.75,2,0,2,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
411,43,46,69,66,47,44,27,53,1729,1729,19,1474654,8456,9826,1,0,23.0,9.0,4.0,4.0,1.13,9.5,29.0,4,1,1,0,0,0,1,1,1,2,2,1,2,0,1,0,2,1
412,39,44,42,34,54,59,52,61,1729,1729,2,1474125,10252,8650,0,1,17.0,5.0,3.0,1.0,4.0,3.75,1.95,1,0,1,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
413,59,26,28,55,64,51,44,52,1729,1729,2,1474128,9879,9825,1,3,16.0,18.0,7.0,7.0,3.8,3.5,2.1,2,2,0,1,0,1,2,1,2,2,2,0,2,2,1,0,0,-1
414,67,36,41,34,44,39,41,46,1729,1729,2,1474133,10260,8455,0,0,13.0,8.0,3.0,4.0,2.45,3.4,3.1,2,4,0,1,1,1,1,1,0,2,2,1,2,2,1,0,1,0
415,55,55,55,65,55,45,55,65,1729,1729,2,1474138,8466,8472,1,1,17.0,8.0,6.0,3.0,1.73,3.8,5.5,2,1,2,1,0,0,1,1,0,2,2,1,2,2,1,0,1,0
416,60,45,55,45,45,60,62,46,1729,1729,20,1474701,8466,8455,0,3,12.0,11.0,2.0,5.0,4.0,3.5,2.05,1,3,3,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
417,63,54,60,48,38,35,44,54,1729,1729,20,1474709,8472,10252,0,1,17.0,13.0,1.0,5.0,2.15,3.4,3.75,1,2,2,0,0,1,1,1,0,2,2,1,2,2,1,0,0,-1
418,66,30,30,45,35,30,40,50,1729,1729,21,1474906,10252,9825,1,2,11.0,8.0,5.0,4.0,6.0,4.2,1.62,0,2,1,1,0,0,2,0,2,2,2,0,0,2,1,0,0,-1
419,60,70,70,70,55,35,70,35,1729,1729,21,1474909,9879,8472,1,4,17.0,10.0,5.0,6.0,2.2,3.3,3.75,2,1,0,2,0,0,0,1,1,1,2,1,2,1,1,0,0,-1
420,50,55,45,55,40,45,35,50,1729,1729,22,1474922,9825,9879,2,0,22.0,8.0,8.0,2.0,1.22,7.0,15.0,2,1,2,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
421,46,54,46,60,55,40,50,56,1729,1729,22,1474923,8455,10260,3,1,13.0,10.0,6.0,4.0,1.73,3.8,5.5,4,4,0,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
422,63,59,52,55,34,39,41,54,1729,1729,22,1474925,8650,10252,2,2,14.0,12.0,6.0,3.0,1.22,7.0,15.0,2,3,2,0,0,0,1,1,0,2,2,1,2,2,1,0,1,0
423,47,40,42,56,51,62,64,44,1729,1729,22,1474930,8472,8466,2,2,10.0,17.0,5.0,8.0,3.2,3.3,2.45,1,0,1,0,0,1,1,1,0,2,2,0,2,2,1,0,1,0
424,43,40,39,33,63,52,58,59,1729,1729,23,1474936,8650,8668,4,0,20.0,18.0,9.0,4.0,1.83,3.9,4.5,2,1,2,3,0,1,1,1,0,0,2,1,2,2,1,0,2,1
425,59,30,28,44,46,51,44,52,1729,1729,23,1474940,8466,9825,2,2,13.0,7.0,5.0,4.0,4.33,3.5,1.95,0,2,3,1,0,1,2,1,2,2,2,0,2,2,1,0,1,0
426,70,70,70,70,65,65,60,60,1729,1729,24,1474946,9825,9826,2,0,11.0,10.0,6.0,2.0,1.22,7.0,16.0,3,1,2,0,1,0,0,1,1,1,2,1,2,2,1,0,2,1
427,65,50,45,55,50,35,45,65,1729,1729,24,1474948,8668,10252,2,1,13.0,4.0,6.0,1.0,1.53,4.33,7.0,2,3,2,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
428,47,52,54,56,60,48,52,44,1729,1729,24,1474949,9879,8466,0,3,8.0,17.0,4.0,5.0,3.6,3.4,2.2,1,0,0,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
429,46,41,46,61,63,42,43,46,1729,1729,24,1474952,8456,8455,0,1,25.0,18.0,3.0,6.0,1.85,3.8,4.5,4,3,1,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
430,59,26,28,55,64,51,44,52,1729,1729,25,1474961,8650,9825,5,1,22.0,11.0,12.0,6.0,2.2,3.6,3.4,3,2,1,1,0,1,2,1,2,2,2,0,2,2,1,0,2,1
431,52,48,39,54,59,29,30,39,1729,1729,25,1474962,10260,9879,2,2,31.0,6.0,9.0,3.0,1.2,7.0,19.0,2,1,1,1,0,1,1,1,0,2,2,1,0,0,1,0,1,0
432,70,45,45,70,65,40,50,40,1729,1729,26,1474968,9825,10260,0,0,17.0,6.0,5.0,2.0,2.15,3.5,3.6,3,4,2,0,1,0,1,1,0,1,2,0,2,2,1,0,1,0
433,53,54,69,48,52,48,43,33,1729,1729,26,1474975,8668,9826,2,3,17.0,7.0,5.0,4.0,1.4,4.75,10.0,3,1,1,0,0,0,1,1,1,2,2,1,2,2,0,0,0,-1
434,60,60,48,73,53,50,48,62,1729,1729,26,1474976,9879,8650,2,3,10.0,21.0,3.0,7.0,8.0,5.25,1.4,1,1,0,1,0,0,1,1,0,1,2,1,2,2,1,0,0,-1
435,57,66,56,31,72,47,52,49,1729,1729,26,1474977,8456,8472,2,2,16.0,11.0,4.0,3.0,1.17,9.0,17.0,4,2,0,2,0,0,1,1,0,0,1,1,2,2,1,0,1,0
436,60,61,56,44,58,41,38,53,1729,1729,27,1474979,9825,8472,4,1,12.0,7.0,9.0,3.0,1.33,5.5,11.0,2,2,3,3,0,0,1,1,0,2,2,1,2,2,1,0,2,1
437,43,40,39,33,63,52,58,59,1729,1729,27,1474982,8455,8668,1,0,25.0,8.0,8.0,2.0,1.57,4.0,7.0,4,1,0,2,0,1,1,1,0,0,2,1,2,2,1,0,2,1
438,70,45,45,70,65,40,50,40,1729,1729,27,1474984,9826,10260,0,2,15.0,14.0,6.0,5.0,6.5,4.0,1.6,0,3,1,1,1,0,1,1,0,1,2,0,2,2,1,0,0,-1
439,60,50,60,60,80,35,55,50,1729,1729,28,1474995,9879,8455,1,3,7.0,17.0,3.0,8.0,8.0,4.75,1.45,0,3,0,2,0,0,1,0,0,2,1,0,2,2,1,0,0,-1
440,45,55,40,38,48,50,60,54,1729,1729,28,1474997,10260,8456,0,3,10.0,13.0,4.0,4.0,3.5,3.6,2.15,1,3,2,1,0,0,1,1,0,2,2,0,2,2,1,0,0,-1
441,39,44,42,34,54,59,52,61,1729,1729,28,1474998,8466,8650,0,3,13.0,12.0,2.0,5.0,3.75,3.75,2.05,0,2,3,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
442,47,40,42,56,51,62,64,44,1729,1729,29,1475008,9826,8466,0,1,6.0,11.0,1.0,3.0,3.9,3.3,2.15,0,1,1,1,0,1,1,1,0,2,2,0,2,2,1,0,0,-1
443,43,51,59,50,55,47,45,49,1729,1729,29,1475009,8650,8472,2,1,21.0,12.0,7.0,4.0,1.17,9.0,19.0,4,2,1,2,0,1,1,1,0,2,2,1,2,2,1,0,2,1
444,63,54,60,48,38,35,44,54,1729,1729,29,1475010,8456,10252,4,0,18.0,5.0,9.0,0.0,1.14,9.5,21.0,3,2,1,1,0,1,1,1,0,2,2,1,2,2,1,0,2,1
445,70,59,65,70,50,30,70,30,1729,1729,3,1474157,8455,10252,2,1,15.0,7.0,3.0,3.0,1.29,5.5,10.0,5,1,0,1,1,0,1,1,0,1,2,0,0,1,0,0,2,1
446,55,55,55,65,55,45,55,65,1729,1729,3,1474159,9826,8472,3,1,17.0,10.0,6.0,2.0,2.6,3.3,3.0,0,1,1,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
447,46,54,46,60,55,40,50,56,1729,1729,3,1474162,8650,10260,1,0,10.0,10.0,5.0,4.0,2.63,3.4,2.88,4,3,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
448,46,41,46,61,63,42,43,46,1729,1729,30,1475015,10252,8455,1,0,13.0,15.0,4.0,2.0,7.0,4.33,1.53,0,3,1,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
449,71,32,34,41,61,51,48,62,1729,1729,30,1475020,10260,8650,0,3,13.0,17.0,1.0,7.0,2.5,3.6,2.9,1,3,2,0,1,1,2,1,0,2,2,1,2,2,1,0,0,-1
450,61,67,67,69,50,36,34,41,1729,1729,30,1475025,8472,9826,0,0,19.0,12.0,2.0,5.0,2.15,3.3,3.9,1,2,1,0,0,1,0,1,1,1,2,1,2,2,1,0,1,0
451,66,30,30,45,35,30,40,50,1729,1729,31,1475029,8455,9825,6,0,21.0,12.0,11.0,5.0,1.85,3.6,4.75,5,2,0,1,0,0,2,0,2,2,2,0,0,2,1,0,2,1
452,50,55,45,55,40,45,35,50,1729,1729,31,1475032,8456,9879,5,0,22.0,6.0,12.0,0.0,1.17,9.0,17.0,3,1,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
453,45,55,40,38,48,50,60,54,1729,1729,32,1475039,9825,8456,1,1,10.0,15.0,3.0,4.0,3.6,3.5,2.15,3,3,2,1,0,0,1,1,0,2,2,0,2,2,1,0,1,0
454,46,41,46,61,63,42,43,46,1729,1729,32,1475040,9826,8455,1,0,14.0,21.0,4.0,2.0,10.0,4.75,1.4,1,3,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
455,61,42,39,59,48,52,58,60,1729,1729,32,1475041,9879,8668,1,3,23.0,14.0,8.0,7.0,5.0,3.75,1.8,0,1,0,2,0,1,1,1,0,2,2,1,2,2,1,0,0,-1
456,63,54,60,48,38,35,44,54,1729,1729,32,1475043,10260,10252,4,1,9.0,10.0,6.0,1.0,1.45,4.75,8.0,0,1,2,1,0,1,1,1,0,2,2,1,2,2,1,0,2,1
457,60,70,70,70,50,40,35,40,1729,1729,33,1475051,10252,9879,1,2,12.0,16.0,6.0,8.0,2.05,3.5,4.0,1,0,0,1,0,0,0,1,1,1,2,1,2,2,1,0,0,-1
458,75,40,40,45,65,50,40,45,1729,1729,33,1475055,8668,9825,3,0,14.0,15.0,8.0,5.0,2.5,3.4,3.0,3,2,0,1,1,0,1,0,0,2,2,0,2,2,1,0,2,1
459,47,52,54,56,60,48,52,44,1729,1729,33,1475057,8456,8466,4,1,15.0,5.0,8.0,1.0,1.33,5.75,10.0,3,2,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
460,63,59,52,55,34,39,41,54,1729,1729,34,1475064,9826,10252,1,0,14.0,7.0,4.0,4.0,2.15,3.3,3.9,2,0,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
461,59,29,32,49,62,42,44,54,1729,1729,34,1475066,8650,8456,3,2,10.0,13.0,4.0,5.0,2.45,3.7,2.9,4,2,1,2,0,1,2,1,2,2,2,1,2,2,1,0,2,1
462,43,40,39,33,63,52,58,59,1729,1729,34,1475072,8472,8668,0,1,24.0,20.0,6.0,3.0,4.75,3.7,1.83,1,2,2,1,0,1,1,1,0,0,2,1,2,2,1,0,0,-1
463,70,55,70,70,65,70,70,70,1729,1729,35,1475075,10252,8466,0,0,6.0,3.0,1.0,2.0,3.4,3.4,2.1,1,2,0,1,1,0,1,1,1,1,2,1,1,1,2,0,1,0
464,55,55,55,65,55,45,55,65,1729,1729,35,1475077,8455,8472,1,2,31.0,7.0,15.0,3.0,1.18,7.0,13.0,5,1,0,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
465,46,54,46,60,55,40,50,56,1729,1729,35,1475078,8668,10260,2,0,17.0,9.0,5.0,2.0,2.4,3.4,2.8,3,2,0,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
466,36,34,39,44,38,42,44,54,1729,1729,36,1475088,9826,8456,0,2,3.0,16.0,2.0,6.0,7.5,5.0,1.44,3,2,0,2,0,0,1,1,0,2,2,0,2,2,1,0,0,-1
467,67,38,41,61,68,39,41,46,1729,1729,36,1475090,8650,8455,0,2,26.0,11.0,8.0,4.0,1.67,4.2,5.25,5,3,0,0,1,1,1,1,0,2,1,1,2,2,1,0,0,-1
468,43,40,39,33,63,52,58,59,1729,1729,36,1475092,8466,8668,2,0,14.0,9.0,4.0,2.0,2.8,3.5,2.6,0,2,3,1,0,1,1,1,0,0,2,1,2,2,1,0,2,1
469,50,35,50,60,70,40,60,40,1729,1729,37,1475101,9826,8650,3,3,10.0,26.0,6.0,9.0,9.0,5.0,1.4,3,4,0,0,0,0,1,1,0,2,1,1,2,2,1,0,1,0
470,70,60,70,65,75,65,65,50,1729,1729,37,1475102,8668,8456,2,3,9.0,18.0,4.0,6.0,5.0,4.0,1.75,4,3,0,1,1,0,1,1,1,2,1,0,2,2,1,0,0,-1
471,67,62,44,72,59,47,53,60,1729,1729,37,1475103,10260,8472,0,1,17.0,8.0,2.0,1.0,1.36,5.75,8.5,1,1,2,1,1,0,1,1,0,1,2,1,2,2,1,0,0,-1
472,52,47,69,66,47,36,33,53,1729,1729,38,1475111,9879,9826,2,2,15.0,15.0,5.0,6.0,2.63,3.5,2.8,0,2,0,1,0,0,1,1,1,2,2,1,2,0,1,0,1,0
473,46,54,49,72,56,42,41,56,1729,1729,38,1475116,8466,10260,1,1,15.0,8.0,6.0,2.0,2.63,3.5,2.8,1,1,2,1,0,1,1,1,0,1,2,1,2,2,1,0,1,0
474,67,36,41,34,44,39,41,46,1729,1729,4,1474175,8668,8455,1,0,11.0,22.0,5.0,5.0,3.4,3.3,2.35,3,3,0,0,1,1,1,1,0,2,2,1,2,2,1,0,2,1
475,70,70,70,70,65,65,60,60,1729,1729,4,1474178,10260,9826,2,0,19.0,4.0,7.0,0.0,1.22,7.0,16.0,1,1,1,2,1,0,0,1,1,1,2,1,2,2,1,0,2,1
476,75,40,40,45,65,50,40,45,1729,1729,4,1474183,8472,9825,1,3,17.0,14.0,2.0,6.0,6.0,3.9,1.67,0,1,2,1,1,0,1,0,0,2,2,0,2,2,1,0,0,-1
477,52,48,39,54,59,29,30,39,1729,1729,5,1474193,8455,9879,2,0,26.0,4.0,10.0,1.0,1.3,5.75,12.0,4,1,0,1,0,1,1,1,0,2,2,1,0,0,1,0,2,1
478,70,55,70,70,65,70,70,70,1729,1729,5,1474197,8650,8466,0,1,10.0,12.0,5.0,7.0,1.6,4.0,6.5,4,2,0,2,1,0,1,1,1,1,2,1,1,1,2,0,0,-1
479,65,40,65,65,70,45,45,65,1729,1729,5,1474200,8456,10260,4,1,18.0,14.0,5.0,3.0,2.2,3.4,3.6,3,1,1,2,0,0,1,1,0,2,1,0,2,2,1,0,2,1
